rikishi1,odds1,rikishi2,odds2,ts,basho
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T05:56:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:00:09Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:00:09Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:00:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:00:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:00:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:00:09Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T06:00:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:01:04Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:01:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:01:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:01:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:01:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:01:04Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T06:01:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:05:06Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:05:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:05:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:05:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:05:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:05:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T06:05:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:06:06Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:06:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:06:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:06:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:06:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:06:06Z,2018-03
Tochiozan,1.90909090909091,Takarafuji,1.89,2018-03-23T06:06:06Z,2018-03
Tochiozan,1.9,Takarafuji,1.9,2018-03-23T06:09:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:10:06Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:10:06Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:10:06Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:10:06Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:10:06Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:10:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:11:04Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:11:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:11:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:11:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:11:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:11:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:15:09Z,2018-03
Aoiyama,1.8,Yutakayama,2.01,2018-03-23T06:15:09Z,2018-03
Daishomaru,1.8,Chiyoshoma,2.01,2018-03-23T06:15:09Z,2018-03
Ichinojo,1.58,Shohozan,2.39,2018-03-23T06:15:09Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:15:09Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:15:09Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:15:09Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:15:09Z,2018-03
Daishomaru,1.88,Chiyoshoma,1.92,2018-03-23T06:15:09Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:16:04Z,2018-03
Daishomaru,1.8,Chiyoshoma,2.01,2018-03-23T06:16:04Z,2018-03
Endo,1.51,Chiyomaru,2.56,2018-03-23T06:16:04Z,2018-03
Ichinojo,1.65,Shohozan,2.24,2018-03-23T06:16:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:16:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.07,2018-03-23T06:16:04Z,2018-03
Myogiryu,1.86,Meisei,1.94,2018-03-23T06:16:04Z,2018-03
Takayasu,1.68,Goeido,2.19,2018-03-23T06:16:04Z,2018-03
Tamawashi,1.46,Yoshikaze,2.72,2018-03-23T06:16:04Z,2018-03
Kagayaki,1.65,Arawashi,2.24,2018-03-23T06:17:04Z,2018-03
Kakuryu,1.21,Kaisei,4.4,2018-03-23T06:17:04Z,2018-03
Abi,1.81,Chiyotairyu,2,2018-03-23T06:18:06Z,2018-03
Kotoshogiku,1.76,Daieisho,2.06,2018-03-23T06:18:06Z,2018-03
Mitakeumi,1.77,Hokutofuji,2.05,2018-03-23T06:18:06Z,2018-03
Myogiryu,1.8,Meisei,2.01,2018-03-23T06:19:04Z,2018-03
Okinoumi,2.24,Asanoyama,1.65,2018-03-23T06:19:04Z,2018-03
Ryuden,1.45,Hidenoumi,2.76,2018-03-23T06:19:04Z,2018-03
Takayasu,1.76,Goeido,2.06,2018-03-23T06:19:04Z,2018-03
Tamawashi,1.41,Yoshikaze,2.91,2018-03-23T06:19:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:19:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:20:06Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:20:06Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:21:06Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:21:06Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:25:05Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:25:05Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:26:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:26:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:30:10Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:30:10Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:30:11Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:30:11Z,2018-03
Ichinojo,1.64,Shohozan,2.26,2018-03-23T06:32:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.06,2018-03-23T06:32:04Z,2018-03
Ichinojo,1.6,Shohozan,2.34,2018-03-23T06:35:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:35:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:35:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:35:05Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:35:05Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:40:05Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:40:05Z,2018-03
Aoiyama,1.79,Yutakayama,2.02,2018-03-23T06:41:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:41:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:41:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:45:09Z,2018-03
Kotoshogiku,1.77,Daieisho,2.05,2018-03-23T06:45:09Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:45:09Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:46:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:46:04Z,2018-03
Myogiryu,1.81,Meisei,2,2018-03-23T06:47:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:50:05Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:50:05Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:51:07Z,2018-03
Kakuryu,1.2,Kaisei,4.55,2018-03-23T06:51:07Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:51:07Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:52:05Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:55:06Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:55:06Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:55:06Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:56:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:56:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:56:04Z,2018-03
Abi,1.82,Chiyotairyu,1.99,2018-03-23T06:59:04Z,2018-03
Aoiyama,1.79,Yutakayama,2.02,2018-03-23T06:59:04Z,2018-03
Daishomaru,1.8,Chiyoshoma,2.01,2018-03-23T06:59:04Z,2018-03
Endo,1.51,Chiyomaru,2.56,2018-03-23T06:59:04Z,2018-03
Ichinojo,1.6,Shohozan,2.34,2018-03-23T06:59:04Z,2018-03
Ikioi,1.61538461538462,Chiyonokuni,2.31,2018-03-23T06:59:04Z,2018-03
Ishiura,1.7,Daiamami,2.15,2018-03-23T06:59:04Z,2018-03
Kagayaki,1.65,Arawashi,2.24,2018-03-23T06:59:04Z,2018-03
Kakuryu,1.2,Kaisei,4.55,2018-03-23T06:59:04Z,2018-03
Kotoshogiku,1.77,Daieisho,2.05,2018-03-23T06:59:04Z,2018-03
Mitakeumi,1.76,Hokutofuji,2.06,2018-03-23T06:59:04Z,2018-03
Myogiryu,1.81,Meisei,2,2018-03-23T06:59:04Z,2018-03
Okinoumi,2.24,Asanoyama,1.65,2018-03-23T06:59:04Z,2018-03
Ryuden,1.45,Hidenoumi,2.76,2018-03-23T06:59:04Z,2018-03
Takayasu,1.76,Goeido,2.06,2018-03-23T06:59:04Z,2018-03
Tamawashi,1.41,Yoshikaze,2.91,2018-03-23T06:59:04Z,2018-03
Tochiozan,1.96,Takarafuji,1.84,2018-03-23T06:59:04Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:35:06Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:35:06Z,2018-03
Chiyonokuni,1.8,Daieisho,2.01,2018-03-23T11:35:06Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:35:06Z,2018-03
Ichinojo,1.76,Shodai,2.06,2018-03-23T11:35:06Z,2018-03
Ishiura,2.24,Ikioi,1.65,2018-03-23T11:35:06Z,2018-03
Kagayaki,2.02,Takarafuji,1.79,2018-03-23T11:35:06Z,2018-03
Kaisei,1.5,Daishomaru,2.59,2018-03-23T11:35:06Z,2018-03
Kakuryu,1.4,Goeido,2.96,2018-03-23T11:35:06Z,2018-03
Kotoshogiku,1.65,Abi,2.24,2018-03-23T11:35:06Z,2018-03
Kyokushuho,2.34,Nishikigi,1.6,2018-03-23T11:35:06Z,2018-03
Okinoumi,1.7,Myogiryu,2.15,2018-03-23T11:35:06Z,2018-03
Shohozan,1.77,Tamawashi,2.05,2018-03-23T11:35:06Z,2018-03
Takayasu,1.4,Mitakeumi,2.96,2018-03-23T11:35:06Z,2018-03
Tochiozan,1.85,Hidenoumi,1.95,2018-03-23T11:35:06Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:35:06Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:36:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:36:05Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:36:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:36:05Z,2018-03
Takayasu,1.44,Mitakeumi,2.79,2018-03-23T11:39:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:40:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:40:05Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:40:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:40:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:41:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:41:04Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:41:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:41:04Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:45:09Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:45:09Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:45:09Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:45:09Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:46:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:46:04Z,2018-03
Endo,1.63,Hokutofuji,2.28,2018-03-23T11:46:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:46:04Z,2018-03
Endo,1.67,Hokutofuji,2.2,2018-03-23T11:47:04Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:50:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:50:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:50:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:51:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:51:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:51:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:55:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:55:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:55:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T11:56:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T11:56:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T11:56:05Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T12:00:09Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:00:09Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:00:09Z,2018-03
Arawashi,1.96,Ryuden,1.84,2018-03-23T12:01:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:01:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:01:04Z,2018-03
Arawashi,2.04,Ryuden,1.78,2018-03-23T12:02:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:05:06Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:05:06Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:06:06Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:06:06Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:10:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:10:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:11:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:11:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:15:09Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:15:09Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:16:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:16:04Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:20:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:20:05Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:20:06Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:20:06Z,2018-03
Asanoyama,1.82,Yutakayama,1.99,2018-03-23T12:25:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:25:05Z,2018-03
Asanoyama,1.76,Yutakayama,2.06,2018-03-23T12:26:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:26:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:30:10Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:31:04Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:35:05Z,2018-03
Yoshikaze,2.43,Chiyotairyu,1.56,2018-03-23T12:35:06Z,2018-03
Ichinojo,1.8,Shodai,2.01,2018-03-23T12:37:04Z,2018-03
Kagayaki,1.95,Takarafuji,1.85,2018-03-23T12:37:04Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:37:04Z,2018-03
Yoshikaze,2.45,Chiyotairyu,1.55,2018-03-23T12:38:04Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:40:05Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:40:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:42:05Z,2018-03
Kaisei,1.53,Daishomaru,2.52,2018-03-23T12:45:09Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:45:09Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:45:09Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:46:04Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:46:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:50:05Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:50:05Z,2018-03
Kakuryu,1.43,Goeido,2.85,2018-03-23T12:51:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:51:05Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:51:05Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T12:55:06Z,2018-03
Kakuryu,1.46,Goeido,2.74,2018-03-23T12:55:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:55:06Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:55:06Z,2018-03
Takayasu,1.43,Mitakeumi,2.83,2018-03-23T12:55:06Z,2018-03
Tochiozan,1.83,Hidenoumi,1.98,2018-03-23T12:55:06Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T12:56:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T12:56:04Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T12:56:04Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:00:09Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:00:09Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T13:00:09Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:01:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:01:04Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T13:01:04Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:05:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:05:05Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T13:05:05Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:06:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:06:06Z,2018-03
Shohozan,1.72727272727273,Tamawashi,2.11,2018-03-23T13:06:06Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:10:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:10:05Z,2018-03
Shohozan,1.68,Tamawashi,2.19,2018-03-23T13:10:05Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:10:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:10:06Z,2018-03
Shohozan,1.68,Tamawashi,2.19,2018-03-23T13:10:06Z,2018-03
Asanoyama,1.72,Yutakayama,2.12,2018-03-23T13:12:05Z,2018-03
Chiyonokuni,1.78,Daieisho,2.04,2018-03-23T13:12:05Z,2018-03
Shohozan,1.65,Tamawashi,2.24,2018-03-23T13:12:05Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:15:08Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:15:08Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:16:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:16:04Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:20:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:20:06Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:21:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:21:06Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:25:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:25:05Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:26:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:26:04Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:30:10Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:30:10Z,2018-03
Arawashi,2.11,Ryuden,1.72727272727273,2018-03-23T13:31:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:31:04Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:32:04Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:35:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:35:05Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:36:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:36:05Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:40:06Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:40:06Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:41:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:41:04Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:43:04Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:45:09Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:45:09Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:45:09Z,2018-03
Arawashi,2.14,Ryuden,1.71,2018-03-23T13:46:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:46:04Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:46:04Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T13:50:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T13:50:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:50:05Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:50:05Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T13:51:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T13:51:05Z,2018-03
Kakuryu,1.45,Goeido,2.76,2018-03-23T13:51:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:51:05Z,2018-03
Takayasu,1.42,Mitakeumi,2.875,2018-03-23T13:51:05Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:51:05Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T13:55:04Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T13:55:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:55:04Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:55:04Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T13:55:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T13:55:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T13:55:05Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T13:55:05Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T14:00:09Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T14:00:09Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T14:00:09Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T14:00:09Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T14:01:04Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T14:01:04Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T14:01:04Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T14:01:04Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T14:05:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T14:05:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T14:05:05Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T14:05:05Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T14:06:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T14:06:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T14:06:05Z,2018-03
Tochiozan,1.83333333333333,Hidenoumi,1.97,2018-03-23T14:06:05Z,2018-03
Arawashi,2.22,Ryuden,1.66,2018-03-23T14:10:05Z,2018-03
Kaisei,1.52,Daishomaru,2.53,2018-03-23T14:10:05Z,2018-03
Kyokushuho,2.26,Nishikigi,1.64,2018-03-23T14:10:05Z,2018-03
